"","Filename","Stony.corals","row_max","latitude","longitude","bathy.for.Boss","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"29","133.jpg",0,"Unconsolidated",-33.5798,115.2491,-19.4753105716935,-19.4753105716935,0.0959686033050448,0.0959686033050448,1.07098113487868,1.07098113487868,-0.00275911164880682,0.0127606526434265,0.0376108163586011,1
"30","134.jpg",0,"Seagrasses",-33.497,115.4527,-13.6782665122263,-13.6782665122263,0.290868948765162,0.290868948765162,253.246552263376,253.246552263376,-0.0318545929190037,0.0527271654847459,0.134613205339576,16
"31","136.jpg",0,"Macroalgae",-33.4799,115.4353,-17.4911478616203,-17.4911478616203,0.248560818945853,0.248560818945853,117.926378484112,117.926378484112,-0.0652449501119321,0.0652449501119299,0.143706338983215,4
"32","137.jpg",0,"Seagrasses",-33.5823,115.2692,-20.2984135974989,-20.2984135974989,0.0704748525961016,0.0704748525961016,21.7074871198373,21.7074871198373,-0.0111818435255771,0.0162214721282417,0.0409993734593534,1
"33","14.jpg",0,"Seagrasses",-33.5443,115.3754,-15.2886749981731,-15.2886749981731,0.0397947002941546,0.0397947002941546,103.460783762511,103.460783762511,-0.061781312000635,0.0617813120006341,0.114892298885655,4
"34","140.jpg",0,"Seagrasses",-33.5706,115.3452,-15.5348375659715,-15.5348375659715,0.375626250871755,0.375626250871755,321.713459474472,321.713459474472,-0.0331607290735736,0.059818303788137,0.229258469364277,32
"35","141.jpg",0,"Seagrasses",-33.5423,115.3552,-19.4654471869148,-19.4654471869148,0.312063947256261,0.312063947256261,215.045511592329,215.045511592329,0.0668888264337824,0.083721337410394,0.227310475004664,16
"36","142.jpg",0,"Seagrasses",-33.5049,115.4064,-17.9528434733078,-17.9528434733078,0.369451699974227,0.369451699974227,56.0058226356132,56.0058226356132,0.164707419305937,0.164707419305937,0.283233474119307,1
"37","144.jpg",0,"Unconsolidated",-33.5491,115.1656,-28,-28,3.18055468146352e-15,3.18055468146352e-15,90,90,0,2.66453525910038e-15,3.5527136788005e-15,1
"38","146.jpg",0,"Seagrasses",-33.5303,115.4123,-14.680495526326,-14.680495526326,0.553386994332742,0.553386994332742,4.71015389213454,4.71015389213454,-0.0166218574206596,0.0744098520212673,0.260143050280037,1
"39","147.jpg",0,"Unconsolidated",-33.5748,115.1841,-22.1819261521497,-22.1819261521497,0.211810160563602,0.211810160563602,243.157453665536,243.157453665536,-0.0558136203683581,0.0558136203683608,0.130119368732686,8
"40","148.jpg",0,"Seagrasses",-33.492,115.3877,-22.7078380635525,-22.7078380635525,0.120245531452484,0.120245531452484,224.059731840105,224.059731840105,0.0305827992889256,0.0456917746125547,0.168615750592348,1
"41","15.jpg",0,"Seagrasses",-33.5541,115.3855,-14.0894226387658,-14.0894226387658,0.275410205537961,0.275410205537961,181.888746495054,181.888746495054,0.0615060187097214,0.0754664097602529,0.181224526715699,1
"42","150.jpg",0,"Macroalgae",-33.5569,115.3028,-21.0469131469727,-21.0469131469727,1.71278111377842e-14,1.71278111377842e-14,248.198590513648,248.198590513648,0,1.33226762955019e-15,7.105427357601e-15,8
"43","151.jpg",0,"Seagrasses",-33.5174,115.4299,-13.6188401987666,-13.6188401987666,0.198581142495257,0.198581142495257,286.018644542604,286.018644542604,0.00800567962686216,0.0243463975360569,0.0901528885535363,16
"44","152.jpg",0,"Unconsolidated",-33.5437,115.2653,-25.9281323424942,-25.9281323424942,0.250607717401112,0.250607717401112,270.591080668204,270.591080668204,0.0178390280103677,0.0329645595724353,0.0884304046630895,16
"45","154.jpg",0,"Macroalgae",-33.5693,115.2837,-22.6713733673096,-22.6713733673096,6.36110936292703e-15,6.36110936292703e-15,180,180,3.5527136788005e-15,2.22044604925031e-15,7.105427357601e-15,1
"46","158.jpg",0,"Seagrasses",-33.6027,115.2546,-12.9183446370315,-12.9183446370315,1.08986746204378,1.08986746204378,343.530315487339,343.530315487339,0.0468155532116334,0.151347899774234,0.486314151110331,16
"47","16.jpg",0,"Seagrasses",-33.5599,115.3786,-14.3564589364057,-14.3564589364057,0.262217919050056,0.262217919050056,102.98453519902,102.98453519902,-0.0450871489060241,0.0582363825833623,0.140138703193314,128
"48","160.jpg",0,"Macroalgae",-33.5446,115.18,-28.0547370910645,-28.0547370910645,3.18055468146352e-15,3.18055468146352e-15,90,90,0,0,0,128
"49","161.jpg",0,"Unconsolidated",-33.5657,115.3311,-18.3979896046048,-18.3979896046048,0.219249517892584,0.219249517892584,297.138797957199,297.138797957199,0.0488879815592433,0.0519985692656717,0.163385060319758,16
"50","164.jpg",0,"Unconsolidated",-33.5523,115.2746,-25,-25,0,0,90,90,0,0,0,128
"51","165.jpg",0,"Unconsolidated",-33.5258,115.4266,-14.999361473082,-14.999361473082,0.26089421733684,0.26089421733684,189.819632540388,189.819632540388,-0.0135270514313284,0.0379681728231944,0.113746011405164,8
"52","166.jpg",0,"Seagrasses",-33.5128,115.4015,-17.4167383034037,-17.4167383034037,0.870782325911613,0.870782325911613,290.14188946765,290.14188946765,0.0486529394651676,0.116538862251634,0.357425477271217,16
"53","167.jpg",0,"Seagrasses",-33.5407,115.3505,-19.8531066331922,-19.8531066331922,0.780989088813191,0.780989088813191,92.7679165472103,92.7679165472103,-0.0299929062365898,0.112688452242903,0.329488374237275,1
"54","17.jpg",0,"Seagrasses",-33.5696,115.3836,-14.2637801503352,-14.2637801503352,0.152185288626727,0.152185288626727,4.05593416090859,4.05593416090859,0.0777843569058856,0.0777843569058834,0.133586803848594,16
"55","170.jpg",0,"Seagrasses",-33.592,115.2382,-17.025821766114,-17.025821766114,0.270923561710999,0.270923561710999,210.35518106282,210.35518106282,0.00636467896914183,0.0370932438182239,0.143789149704844,16
"56","171.jpg",0,"Seagrasses",-33.5091,115.4419,-13.5646934203628,-13.5646934203628,0.305906325570651,0.305906325570651,252.949389049455,252.949389049455,0.0107012405181024,0.0417867549095916,0.156506971905442,16
"57","174.jpg",0,"Unconsolidated",-33.5531,115.1821,-27.4053440093994,-27.4053440093994,7.11193647390761e-15,7.11193647390761e-15,296.565051177078,296.565051177078,0,1.33226762955019e-15,3.5527136788005e-15,64
"58","175.jpg",0,"Seagrasses",-33.5716,115.3713,-14.048494299945,-14.048494299945,0.35743354698588,0.35743354698588,176.167666493271,176.167666493271,0.0122395610857939,0.0482219713881709,0.159805705404361,1
"59","177.jpg",0,"Unconsolidated",-33.561,115.2956,-22,-22,1.27222187258541e-14,1.27222187258541e-14,270,270,0,1.77635683940025e-15,3.5527136788005e-15,4
"60","18.jpg",0,"Seagrasses",-33.552,115.3701,-15.1416033556051,-15.1416033556051,0.272635079134351,0.272635079134351,322.665705028033,322.665705028033,-0.0670644047479012,0.0679231284275914,0.184604463754997,16
"61","180.jpg",0,"Seagrasses",-33.549,115.3432,-19.5983675198607,-19.5983675198607,0.0685510763257293,0.0685510763257293,147.484155119219,147.484155119219,-0.0341850181195618,0.0365865059446171,0.0693988014760301,4
"62","181.jpg",0,"Macroalgae",-33.52,115.4132,-14.2597896947455,-14.2597896947455,0.221211016791025,0.221211016791025,226.048563993335,226.048563993335,0.00959630132205902,0.0429111053327595,0.150752418438387,16
"63","183.jpg",0,"Macroalgae",-33.4888,115.4564,-14.4501075622638,-14.4501075622638,0.557076915461072,0.557076915461072,346.763014785281,346.763014785281,0.0240939119589747,0.0852232599984168,0.254659856537906,16
"64","184.jpg",0,"Unconsolidated",-33.4693,115.4189,-22.0790474946197,-22.0790474946197,0.147822298540588,0.147822298540588,109.68901132993,109.68901132993,-0.00342035152434406,0.0243059614916978,0.092746453198405,1
"65","185.jpg",0,"Seagrasses",-33.5976,115.2902,-14.9833034267884,-14.9833034267884,0.205400297861533,0.205400297861533,170.567542234849,170.567542234849,0.000517597663636238,0.0266675779319179,0.0999093762925245,1
"66","186.jpg",0,"Unconsolidated",-33.5387,115.1588,-29.527177810669,-29.527177810669,1.27222187258541e-14,1.27222187258541e-14,270,270,-3.5527136788005e-15,4.44089209850063e-15,7.105427357601e-15,32
"67","187.jpg",0,"Seagrasses",-33.495,115.4374,-14.9080378199701,-14.9080378199701,0.310065238209846,0.310065238209846,236.763212663364,236.763212663364,-0.00944971509362524,0.0613818812970457,0.188777921489081,16
"68","189.jpg",0,"Seagrasses",-33.573,115.1959,-22.157280983689,-22.157280983689,0.2669359010196,0.2669359010196,158.965071789717,158.965071789717,0.0207133078086308,0.0396455755664582,0.119436932829036,1
"69","19.jpg",0,"Seagrasses",-33.5464,115.3908,-14.4099421070219,-14.4099421070219,0.346402230778414,0.346402230778414,213.508272133269,213.508272133269,0.0183638896055012,0.0461951610124645,0.185611760786269,16
"70","190.jpg",0,"Seagrasses",-33.5657,115.3571,-14.5761650874237,-14.5761650874237,0.468416960668015,0.468416960668015,297.986490465609,297.986490465609,0.0423975337923697,0.0735450894278582,0.242454117714768,16
"71","191.jpg",0,"Seagrasses",-33.5152,115.3708,-22.1497629618978,-22.1497629618978,0.401457695610251,0.401457695610251,102.402246469031,102.402246469031,-0.0100508317085257,0.062321035513226,0.206108614358442,1
"72","194.jpg",0,"Seagrasses",-33.5686,115.3381,-15.9833352273628,-15.9833352273628,1.00718854781353,1.00718854781353,312.930234838726,312.930234838726,0.0899470096185393,0.13839522546316,0.491848104904328,16
"73","195.jpg",0,"Seagrasses",-33.5032,115.4278,-14.5492378046027,-14.5492378046027,0.0897845085216847,0.0897845085216847,97.8425791117309,97.8425791117309,-0.0320610975248865,0.0355364530680229,0.084737594408022,1
"74","196.jpg",0,"Seagrasses",-33.5745,115.3762,-14.1891079226766,-14.1891079226766,0.153149272758882,0.153149272758882,75.0828260921591,75.0828260921591,-0.00888244219981615,0.0246168987894095,0.093842587966094,1
"75","198.jpg",0,"Unconsolidated",-33.5634,115.2626,-23,-23,0,0,90,90,0,0,0,128
"76","2.jpg",0,"Seagrasses",-33.5375,115.3772,-16.589812933446,-16.589812933446,0.963469594791621,0.963469594791621,312.36172333774,312.36172333774,0.0511135951689674,0.138136977570991,0.415596485774074,16
"77","20.jpg",0,"Seagrasses",-33.5556,115.401,-13.9141428878882,-13.9141428878882,0.267392593834568,0.267392593834568,218.981831295763,218.981831295763,-0.00690453081499598,0.0371371368482682,0.14541132218913,16
"78","200.jpg",0,"Unconsolidated",-33.5369,115.4147,-14.6428786587723,-14.6428786587723,0.324813700307508,0.324813700307508,285.20152620409,285.20152620409,-0.024266309840602,0.0421534201687415,0.136067430339605,16
"79","202.jpg",0,"Macroalgae",-33.4861,115.4093,-20.9892076890657,-20.9892076890657,0.295559952018561,0.295559952018561,359.86189388098,359.86189388098,0.142963378520928,0.142963378520929,0.207165399465058,16
"80","203.jpg",0,"Seagrasses",-33.589,115.2811,-18.0609424022751,-18.0609424022751,1.12589446840567,1.12589446840567,183.175471689839,183.175471689839,-0.169766646615372,0.17164326423156,0.472609876738076,1
"81","205.jpg",0,"Seagrasses",-33.524,115.3959,-16.4449707855012,-16.4449707855012,1.14553761972251,1.14553761972251,230.19566440861,230.19566440861,0.107466682846329,0.169429553920278,0.515967877916871,16
"82","206.jpg",0,"Seagrasses",-33.5948,115.243,-14.3477545984757,-14.3477545984757,1.29929938123045,1.29929938123045,172.613723413932,172.613723413932,0.0794187739674168,0.172772473092021,0.522380858913778,1
"83","208.jpg",0,"Unconsolidated",-33.5558,115.1775,-27.4298880012997,-27.4298880012997,0.0329662254651544,0.0329662254651544,271.143853425476,271.143853425476,-0.00385926352121757,0.00437242386747894,0.0115863289144826,16
"84","209.jpg",0,"Macroalgae",-33.577,115.3287,-16.2772140379924,-16.2772140379924,0.220644227832335,0.220644227832335,190.644420707069,190.644420707069,0.00706579371934168,0.0379093296853998,0.133509186395671,16
"85","21.jpg",0,"Seagrasses",-33.5377,115.3669,-18.9753740557184,-18.9753740557184,0.22558010567313,0.22558010567313,336.159002648203,336.159002648203,0.0264773194208132,0.0350946065646482,0.136346078546357,16
"86","210.jpg",0,"Seagrasses",-33.5094,115.3615,-23.4190093544095,-23.4190093544095,0.14737101187883,0.14737101187883,30.5059383114213,30.5059383114213,-0.0317541400190677,0.0324933872962787,0.110428472406582,1
"87","212.jpg",0,"Macroalgae",-33.4724,115.438,-18.7055114419497,-18.7055114419497,0.463464655177468,0.463464655177468,129.344747336465,129.344747336465,-0.0375040855884912,0.0768637460392156,0.244727695857289,1
"88","213.jpg",0,"Seagrasses",-33.6002,115.2714,-15.1116232736073,-15.1116232736073,0.262386215195463,0.262386215195463,202.856522294304,202.856522294304,0.00512199974409455,0.0347427813828753,0.139647055686138,16
"89","215.jpg",0,"Seagrasses",-33.4974,115.4044,-20.038897739546,-20.038897739546,0.0819651036950716,0.0819651036950716,297.749453286324,297.749453286324,0.00804128456132247,0.0225531203833653,0.0793512649068902,16
"90","217.jpg",0,"Unconsolidated",-33.5669,115.163,-25.2916487927363,-25.2916487927363,0.185701507591248,0.185701507591248,282.078136455519,282.078136455519,-0.0129274979063112,0.029418998249898,0.0967310607088407,16
"91","219.jpg",0,"Unconsolidated",-33.5492,115.2582,-26,-26,7.11193647390761e-15,7.11193647390761e-15,333.434948822922,333.434948822922,-3.5527136788005e-15,2.22044604925031e-15,7.105427357601e-15,64
"92","22.jpg",0,"Macroalgae",-33.5495,115.3805,-15.1025454692436,-15.1025454692436,1.17666929981922,1.17666929981922,282.539442043645,282.539442043645,-0.0723772048052318,0.168250257042817,0.612880687560523,16
"93","221.jpg",0,"Seagrasses",-33.5228,115.4102,-15.3250852716201,-15.3250852716201,0.657200588754335,0.657200588754335,346.535628913055,346.535628913055,0.0341717415564062,0.0840688094296851,0.309570031256127,16
"94","223.jpg",0,"Seagrasses",-33.5182,115.3851,-19.8591215742256,-19.8591215742256,0.135525637652473,0.135525637652473,138.321289612012,138.321289612012,0.0366732848053992,0.0454838050479029,0.0981654811071522,1
"95","224.jpg",0,"Seagrasses",-33.5461,115.334,-21.2312697284189,-21.2312697284189,0.237993478977421,0.237993478977421,291.922600551835,291.922600551835,0.0137466583151067,0.033608673039379,0.148851030136612,16
"96","225.jpg",0,"Seagrasses",-33.5711,115.3051,-20.7289222582419,-20.7289222582419,0.423053542402627,0.423053542402627,247.790296063827,247.790296063827,0.00453940761697424,0.0567939066841392,0.192546428500858,16
"97","226.jpg",0,"Macroalgae",-33.5062,115.4327,-15.1135536702136,-15.1135536702136,0.63982405829762,0.63982405829762,181.307201894959,181.307201894959,0.0336359995782285,0.106154443172524,0.459860279804891,1
"98","227.jpg",0,"Seagrasses",-33.5687,115.362,-14.5786796296434,-14.5786796296434,0.33451411956799,0.33451411956799,166.929791298569,166.929791298569,0.0140258931433905,0.0428133209959898,0.138789458547732,1
"99","23.jpg",0,"Macroalgae",-33.5438,115.3832,-14.6422250531565,-14.6422250531565,0.509949655245509,0.509949655245509,184.024026195543,184.024026195543,0.0673328346947759,0.106087758571903,0.469454333513443,16
"100","230.jpg",0,"Seagrasses",-33.5723,115.2482,-21.006468993447,-21.006468993447,0.449621612946304,0.449621612946304,355.488123227973,355.488123227973,0.00530861992861276,0.059720682548924,0.178790440817963,16
"101","231.jpg",0,"Seagrasses",-33.4895,115.4519,-15.1249446734593,-15.1249446734593,0.155491341412997,0.155491341412997,203.688164108412,203.688164108412,-0.0540539463244034,0.0540539463244047,0.128241246576614,8
"102","232.jpg",0,"Seagrasses",-33.5914,115.2502,-14.5295249204863,-14.5295249204863,0.517840011207041,0.517840011207041,352.318156375912,352.318156375912,0.0241151558718471,0.0696186718316678,0.217124636857086,16
"103","234.jpg",0,"Seagrasses",-33.5264,115.3652,-21.4649374728447,-21.4649374728447,0.204003233564125,0.204003233564125,31.5727443958509,31.5727443958509,-0.0496185416106947,0.0578668467772605,0.152739356478378,64
"104","235.jpg",0,"Macroalgae",-33.5144,115.4159,-14.5663462201957,-14.5663462201957,0.784661969998909,0.784661969998909,118.38980195965,118.38980195965,0.081166767491565,0.0988315984497607,0.472438893366261,1
"105","236.jpg",0,"Unconsolidated",-33.5413,115.2891,-24,-24,9.54166404439055e-15,9.54166404439055e-15,270,270,0,1.33226762955019e-15,3.5527136788005e-15,64
"106","237.jpg",0,"Unconsolidated",-33.5584,115.1561,-25.4753536932545,-25.4753536932545,0.245965978321787,0.245965978321787,276.504118913005,276.504118913005,-0.0190073762022429,0.0335425489316648,0.101874173406735,16
"107","238.jpg",0,"Unconsolidated",-33.5795,115.3073,-18.3911341829556,-18.3911341829556,0.328920945326825,0.328920945326825,349.865019990843,349.865019990843,0.00485771416237668,0.0438842683039247,0.138538737081536,16
"108","239.jpg",0,"Seagrasses",-33.5843,115.1935,-19.3230883589891,-19.3230883589891,0.516877086221592,0.516877086221592,352.33190709607,352.33190709607,0.0071678590689217,0.0709107639120101,0.200411604282113,16
"109","24.jpg",0,"Seagrasses",-33.5361,115.3901,-14.9835963022219,-14.9835963022219,0.206290387042824,0.206290387042824,264.412661778328,264.412661778328,0.0199322446257355,0.0297844221935033,0.162470089770519,16
"110","240.jpg",0,"Macroalgae",-33.5015,115.3972,-20.4222585155564,-20.4222585155564,0.414428462556351,0.414428462556351,285.055367958046,285.055367958046,0.100730736515317,0.1257981201259,0.268872160405977,16
"111","241.jpg",0,"Seagrasses",-33.5293,115.3462,-22.4860384147165,-22.4860384147165,0.215994650260862,0.215994650260862,64.0380722775598,64.0380722775598,0.0134548656886828,0.0345144221994524,0.105727496941036,1
"112","242.jpg",0,"Seagrasses",-33.577,115.3548,-14.5112274402642,-14.5112274402642,0.241971650581984,0.241971650581984,357.063464149554,357.063464149554,0.00277195618625825,0.0335235685484934,0.111487506553534,1
"113","244.jpg",0,"Seagrasses",-33.604,115.2784,-13.9606085040726,-13.9606085040726,0.123647990305223,0.123647990305223,17.3483982493227,17.3483982493227,-0.00997073897888967,0.0224094921809108,0.0787669604407011,1
"114","245.jpg",0,"Macroalgae",-33.5665,115.3171,-19.2124571627636,-19.2124571627636,0.292929895661473,0.292929895661473,340.062946454039,340.062946454039,-0.0174212786223542,0.0395204194296821,0.128731348993057,16
"115","247.jpg",0,"Seagrasses",-33.5845,115.2409,-18.8657103545053,-18.8657103545053,0.129130624737473,0.129130624737473,28.6297107286751,28.6297107286751,0.0100132621984912,0.0189660430821741,0.0587286432892675,1
"116","248.jpg",0,"Seagrasses",-33.5017,115.4446,-14.1401799411678,-14.1401799411678,0.390471782238098,0.390471782238098,354.303633272183,354.303633272183,-0.0030481916824936,0.0570510886580002,0.195095344349365,32
"117","25.jpg",0,"Seagrasses",-33.565,115.3759,-13.5171365479791,-13.5171365479791,0.527490886927192,0.527490886927192,21.1282837494966,21.1282837494966,-0.0738221461977826,0.0999367840003431,0.282684940660943,128
"118","26.jpg",0,"Seagrasses",-33.5479,115.4037,-14.7340600617935,-14.7340600617935,0.375635831008922,0.375635831008922,190.264139785001,190.264139785001,-0.0159427437677522,0.0494052450474052,0.15397678118002,4
"119","27.jpg",0,"Seagrasses",-33.5593,115.3862,-14.0574861348525,-14.0574861348525,0.913305340726838,0.913305340726838,332.883897145523,332.883897145523,-0.0176682327696316,0.124532491669856,0.420975933899841,16
"120","28.jpg",0,"Seagrasses",-33.5517,115.3933,-13.9787912898458,-13.9787912898458,0.299590102302989,0.299590102302989,304.818381235663,304.818381235663,0.0134055979929606,0.0445692918729341,0.136391808562028,16
"121","29.jpg",0,"Seagrasses",-33.5283,115.3852,-17.7628934669951,-17.7628934669951,0.443493031012281,0.443493031012281,330.372828109792,330.372828109792,-0.00360924400727214,0.0579348299376852,0.193224344243529,16
"122","3.jpg",0,"Seagrasses",-33.5606,115.3734,-14.6544747230512,-14.6544747230512,0.012971896798093,0.012971896798093,312.550168143978,312.550168143978,-0.0274869601358123,0.0310690108912188,0.0716489295263152,128
"123","30.jpg",0,"Seagrasses",-33.5572,115.3709,-14.4088432126745,-14.4088432126745,0.108983558518766,0.108983558518766,294.875335463752,294.875335463752,-0.0460720455529717,0.0526853416259188,0.124211139521998,16
"124","31.jpg",0,"Macroalgae",-33.5401,115.3987,-14.9280063397161,-14.9280063397161,0.091228067304516,0.091228067304516,176.654295938029,176.654295938029,-0.0269112848926429,0.0321743188846721,0.0906782255319794,4
"125","32.jpg",0,"Seagrasses",-33.5546,115.3778,-14.9802682997513,-14.9802682997513,0.256212312312967,0.256212312312967,271.886870317494,271.886870317494,-0.0102877521135412,0.0407223307818816,0.19767882697364,16
"126","33.jpg",0,"Seagrasses",-33.549,115.3882,-14.437329678255,-14.437329678255,0.288466415308817,0.288466415308817,323.854498377067,323.854498377067,0.0308285315279218,0.0505216908382806,0.127804813530735,16
"127","34.jpg",0,"Seagrasses",-33.5314,115.3748,-19.1796021632381,-19.1796021632381,0.0789327096343906,0.0789327096343906,312.852365736704,312.852365736704,0.0176331306330475,0.02095945461482,0.0703388003932659,16
"128","35.jpg",0,"Seagrasses",-33.5702,115.381,-14.4880684285902,-14.4880684285902,0.333555143901726,0.333555143901726,310.414843584107,310.414843584107,-0.0141039820765645,0.0436742747439454,0.166019694184889,16
"129","36.jpg",0,"Seagrasses",-33.5644,115.3824,-14.7584468053385,-14.7584468053385,0.589139417900274,0.589139417900274,115.734365140589,115.734365140589,0.0196908796686852,0.0829702577736979,0.297857970442593,1
"130","37.jpg",0,"Seagrasses",-33.5413,115.3896,-14.4036841594465,-14.4036841594465,0.0475472856461223,0.0475472856461223,320.274020849697,320.274020849697,-0.0171793233267792,0.0263665911129403,0.0845960894375324,8
"131","38.jpg",0,"Seagrasses",-33.5335,115.3863,-15.6959451017589,-15.6959451017589,0.267914864032901,0.267914864032901,348.318676673984,348.318676673984,-0.0329102015645208,0.0492171867513438,0.132023263183809,32
"132","39.jpg",0,"Seagrasses",-33.5623,115.3721,-14.624197650353,-14.624197650353,0.157182660101742,0.157182660101742,162.07210594905,162.07210594905,-0.00206343234342299,0.0243648650633042,0.121630080962817,2
